ilename,text_flow_score,writing_standard_score,structure_score,references_score,formulas_score,images_and_tables_score,pdf_length_score,word_count_score,title_score,total_score
C271.pdf,7,5.16542525549974,3.0,9,10,10,6.994999999999999,10,5.068870523415978,66.22929577891571
C272.pdf,7,5.66013283654625,3.75,6,10,10,0.9450000000000003,10,4.848484848484849,58.203617685031105
C273.pdf,7,5.20399589207357,4.75,3,10,1,0.7199999999999989,10,3.9393939393939394,45.61338983146751
C274.pdf,7,4.483553052604633,2.25,3,1,2,1.8520000000000003,10,2.4242424242424243,34.00979547684706
C275.pdf,7,5.531151306345104,4.0,9,10,7,0.0,10,3.6363636363636367,56.16751494270875
C276.pdf,7,5.569969190854548,2.75,0,10,7,0.0,6,3.9393939393939394,42.25936313024849
C277.pdf,7,5.199194833515055,2.75,10,10,10,2.683,10,5.919686374231828,63.55188120774688
C278.pdf,7,5.306176783812566,2.75,9,10,3,0.0,4,3.6363636363636367,44.6925404201762
C279.pdf,7,5.569358178053831,3.5,10,10,3,2.426,10,3.6363636363636367,55.131721814417475
C280.pdf,7,4.870105655686762,3.0,10,10,10,0.0,10,3.9393939393939394,58.8094995950807
C281.pdf,7,5.439898624185373,5.0,1,10,5,9.228,10,3.0303030303030303,55.69820165448841
C282.pdf,7,5.231841023298309,3.75,6,10,10,2.04,10,5.94723458359822,59.969075606896524
C283.pdf,7,5.6736985369173185,3.25,6,10,10,0.9699999999999989,10,5.068870523415978,57.962569060333294
C284.pdf,8,4.037656903765691,1.75,0,0,0,0.0,0,0.9090909090909092,14.6967478128566
C285.pdf,7,5.68309150984054,4.5,4,10,9,0.41799999999999926,10,4.848484848484849,55.44957635832539
C286.pdf,7,6.0357572631940855,3.25,0,10,10,0.0,8,5.37190082644628,49.657658089640364
C287.pdf,7,5.559969442322384,1.5,3,10,2,0.0,10,5.37190082644628,44.43187026876866
C288.pdf,7,4.511680624645803,3.0,10,10,10,0.0,10,6.828777283322738,61.34045790796854
C289.pdf,7,5.34585289514867,4.25,7,7,10,0.0,3,6.432506887052342,50.02835978220101
C290.pdf,7,5.579961464354528,5.5,4,10,1,0.0,8,3.9393939393939394,45.01935540374846
C291.pdf,7,5.443425076452599,4.5,0,10,9,0.0,10,5.37190082644628,51.31532590289888
C292.pdf,7,5.068725868725869,4.0,0,10,2,0.0,10,5.37190082644628,43.44062669517215
C293.pdf,7,5.167140825035562,3.75,4,10,6,8.236,10,5.523415977961433,59.676556802997
C294.pdf,7,5.317046390337634,4.0,0,10,0,0.20199999999999996,10,4.848484848484849,41.36753123882249
C295.pdf,7,5.979953081680529,4.5,3,10,10,2.9699999999999998,10,4.242424242424242,57.69237732410477
C296.pdf,8,5.317637902519701,3.0,9,10,10,3.6530000000000005,10,2.727272727272727,61.697910629792425
C297.pdf,7,5.067486141238852,4.0,0,10,10,3.4770000000000003,10,5.068870523415978,54.61335666465483
C298.pdf,7,4.932767162066526,3.0,10,10,10,0.4169999999999998,10,2.4242424242424243,57.77400958630895
C299.pdf,7,5.705967976710334,3.75,0,10,10,4.632999999999999,10,5.674931129476583,56.76389910618692
C300.pdf,7,5.338956576069979,4.0,1,4,1,0.0,3,4.848484848484849,30.187441424554827
C301.pdf,7,5.490572945268167,4.5,4,10,10,9.952,10,4.242424242424242,65.1849971876924
C302.pdf,7,4.811743241001825,2.75,0,10,10,5.715,7,4.242424242424242,51.51916748342607
C303.pdf,8,5.6653577661431065,4.0,0,3,8,0.0,8,4.242424242424242,40.907782008567345
C304.pdf,7,5.4117489270386265,4.5,10,10,7,2.941,10,2.121212121212121,58.97396104825076
C305.pdf,7,5.258864846493712,4.5,0,10,10,10.0,10,4.848484848484849,61.60734969497856
C306.pdf,7,5.7715019255455715,4.5,5,10,7,0.0,4,5.674931129476583,48.946433055022155
C307.pdf,7,5.009809167112538,3.25,1,10,0,0.0,8,4.765840220385675,39.02564938749821
C308.pdf,7,4.7211275131921715,4.5,7,10,10,1.2140000000000004,10,5.523415977961433,59.958543491153605
C309.pdf,7,6.204769736842105,3.75,10,10,1,0.0,10,3.9393939393939394,51.89416367623605
C310.pdf,7,4.798739936996849,4.75,0,10,10,2.053,10,5.068870523415978,53.67061046041283
C311.pdf,7,6.013492793621589,4.0,7,3,0,0.0,4,3.0303030303030303,34.04379582392462
C312.pdf,7,5.142456795889771,2.25,10,10,10,2.598,10,2.727272727272727,59.7177295231625
C313.pdf,7,5.065650834819257,2.75,10,10,10,4.7989999999999995,10,3.9393939393939394,63.554044774213196
C314.pdf,7,5.417010734929811,2.0,0,0,0,0.0,0,2.727272727272727,17.144283462202537
C315.pdf,7,5.632535540759402,3.25,3,10,8,0.0,8,2.727272727272727,47.60980826803213
C316.pdf,8,4.456521739130435,0.25,0,0,0,0.0,0,0.6060606060606061,13.31258234519104
C317.pdf,7,5.50764192139738,0.75,1,2,0,0.0,0,1.2121212121212122,17.46976313351859
C318.pdf,7,5.401953418482344,3.5,10,10,10,8.419666666666666,10,5.674931129476583,69.99655121462558
C319.pdf,7,5.490654205607477,3.5,2,0,0,0.0,3,1.8181818181818183,22.808836023789297
C320.pdf,7,5.730843528654218,4.0,10,10,10,0.0,10,3.9393939393939394,60.67023746804816
C321.pdf,7,5.269209508015478,3.5,10,10,10,1.2669999999999995,10,4.765840220385675,61.80204972840115
C322.pdf,7,5.228310502283105,4.5,6,3,3,1.4499999999999993,10,3.6363636363636367,43.81467413864674
C323.pdf,7,5.533236694967902,2.25,5,10,8,3.6029999999999998,4,5.674931129476583,51.06116782444449
C324.pdf,7,5.533621221468229,3.5,6,2,2,0.0,10,3.6363636363636367,39.669984857831864
C325.pdf,7,5.435573259438864,2.75,10,10,10,3.2089999999999996,10,3.9393939393939394,62.33396719883281
C326.pdf,7,5.4001023716089405,3.5,6,10,10,0.0,8,4.545454545454545,54.445556917063485
C327.pdf,7,5.763888888888888,2.75,0,10,8,0.0,8,3.6363636363636367,45.150252525252526
C328.pdf,7,5.026741731175228,4.25,10,10,10,7.823333333333332,10,4.848484848484849,68.9485599129934
C329.pdf,7,5.222374687222536,3.5,10,10,10,3.9350000000000005,10,4.242424242424242,63.899798929646785
C330.pdf,7,5.738045738045738,4.0,5,10,9,2.691,4,3.9393939393939394,51.36843967743968
C331.pdf,7,5.338758516275549,4.5,1,9,2,0.21300000000000097,9,3.9393939393939394,41.991152455669486
C332.pdf,7,5.010423905489923,2.25,10,10,10,0.0,6,4.545454545454545,54.80587845094447
C333.pdf,7,5.284423828125,3.75,2,10,10,0.0,10,5.37190082644628,53.40632465457128
C334.pdf,7,5.600535296085647,2.75,0,10,10,0.0,10,3.6363636363636367,48.98689893244928
C335.pdf,7,5.622994652406417,4.75,1,10,7,0.0,10,3.333333333333333,48.706327985739755
C336.pdf,7,5.154644930772666,4.25,10,10,10,2.776,10,4.462809917355371,63.64345484812803
C337.pdf,7,5.8120514104490075,4.0,3,10,8,5.9239999999999995,7,4.545454545454545,55.281505955903555
C338.pdf,7,5.753068055039048,3.75,0,5,10,0.08399999999999963,1,1.5151515151515151,34.10221957019056
C339.pdf,7,4.780851725209823,4.5,0,3,0,1.8970000000000002,2,2.727272727272727,25.905124452482546
C340.pdf,7,4.396028681742967,4.5,0,10,10,1.4370000000000012,10,2.4242424242424243,49.757271105985396
C341.pdf,7,4.2929143195967985,3.0,4,10,10,0.0,10,6.596585232948869,54.889499552545665
C342.pdf,7,5.318211276733635,3.0,10,10,10,0.0,10,3.6363636363636367,58.954574913097275
C343.pdf,7,5.8175930922827845,1.5,0,1,0,0.3490000000000002,1,2.727272727272727,19.39386581955551
C344.pdf,7,5.375336364479911,4.0,10,10,10,1.1760000000000002,10,5.94723458359822,63.498570948078125
C345.pdf,7,5.279006707578136,4.5,8,10,8,10.0,10,5.523415977961433,68.30242268553957
C346.pdf,7,5.315075777718691,4.0,7,7,7,0.0,4,4.848484848484849,46.16356062620354
C347.pdf,7,5.160866710439921,2.75,10,10,9,0.9190000000000005,10,4.545454545454545,59.37532125589446
C348.pdf,7,5.581741219540098,4.75,10,10,10,2.8150000000000004,10,4.545454545454545,64.69219576499464
C349.pdf,7,5.627667984189724,3.25,2,10,10,4.9239999999999995,10,3.333333333333333,56.13500131752306
C350.pdf,7,5.0477343014656455,2.75,10,10,10,4.496,10,5.94723458359822,65.24096888506386
C351.pdf,8,5.318661164603393,3.75,0,1,8,5.632,6,2.727272727272727,40.427933891876116
C352.pdf,7,4.978827016726656,4.0,7,10,10,3.1259999999999994,10,3.9393939393939394,60.04422095612059
C353.pdf,7,4.557797233853572,2.0,0,10,7,2.0839999999999996,10,4.848484848484849,47.49028208233842
C354.pdf,7,5.496415770609318,2.75,8,10,8,1.3889999999999993,10,4.765840220385675,57.40125599099499
C355.pdf,7,5.377530548969542,3.5,3,10,10,7.058999999999999,10,4.242424242424242,60.178954791393785
C356.pdf,7,4.997074312463429,3.75,9,10,10,3.6110000000000007,10,3.0303030303030303,61.38837734276646
C357.pdf,7,5.617061314097538,4.25,3,9,10,9.169,10,2.727272727272727,60.763334041370264
C358.pdf,7,5.36962829901893,2.75,10,10,10,2.9829999999999997,10,6.222716677262131,64.32534497628106
C359.pdf,7,5.447012647187091,3.25,8,10,10,0.0,10,3.333333333333333,57.03034598052043
C360.pdf,7,5.0505610195317905,4.0,5,10,10,8.223,9,4.242424242424242,62.51598526195603
C361.pdf,7,5.27281063732233,3.25,0,10,10,1.431000000000001,10,4.545454545454545,51.49926518277688
C362.pdf,7,5.508217097086038,4.5,10,10,10,1.934000000000001,10,5.8264462809917354,64.76866337807778
C363.pdf,7,5.0511265948782915,4.5,0,10,10,2.4850000000000003,10,4.242424242424242,53.27855083730253
C364.pdf,7,5.179513357155011,3.5,1,10,0,0.0,8,4.793388429752066,39.47290178690707
C365.pdf,7,5.577281191806332,4.5,0,3,1,10.0,10,2.4242424242424243,43.50152361604876
C366.pdf,7,5.808267370272647,2.5,0,10,3,7.796666666666667,10,5.523415977961433,51.62835001490075
C367.pdf,7,5.458630716362674,2.75,3,4,4,0.0,8,3.333333333333333,37.54196404969601
C368.pdf,7,5.509361553669031,3.75,0,10,4,2.226,10,4.765840220385675,47.25120177405471
C369.pdf,7,5.395902949295365,4.5,10,10,10,6.609999999999999,8,4.848484848484849,66.3543877977802
C370.pdf,7,5.332516840171464,4.5,10,10,10,0.0,10,5.37190082644628,62.20441766661774
C371.pdf,7,5.243042195716301,2.25,0,10,10,0.0,10,2.4242424242424243,46.91728461995872
C372.pdf,7,5.478848413631022,3.5,4,5,8,4.054,5,1.5151515151515151,43.54799992878254
C373.pdf,7,5.936631461923291,2.25,0,0,1,0.0,0,2.727272727272727,18.913904189196018
C374.pdf,7,5.22508038585209,3.25,4,10,10,2.9589999999999996,10,4.242424242424242,56.67650462827633
C375.pdf,7,5.532246339183716,2.75,8,10,10,0.3670000000000009,10,3.6363636363636367,57.28560997554736
C376.pdf,7,5.427698574338086,3.0,10,10,0,0.0,10,4.848484848484849,50.27618342282294
C377.pdf,7,5.312591722923393,5.25,3,10,10,0.7330000000000005,10,5.8264462809917354,57.12203800391512
C378.pdf,7,5.245415318230853,2.25,0,10,10,2.6479999999999997,10,5.8264462809917354,52.96986159922258
C379.pdf,7,5.5895196506550215,2.25,5,4,2,0.0,4,3.6363636363636367,33.47588328701866
C380.pdf,7,5.677557579003749,3.0,8,10,0,0.0,9,3.9393939393939394,46.616951518397684
C381.pdf,7,5.55622009569378,1.75,0,0,0,0.0,0,1.5151515151515151,15.821371610845295
C382.pdf,7,4.852600198741305,4.0,10,10,10,0.0,10,2.121212121212121,57.973812319953424
C383.pdf,7,5.508758118480614,5.0,6,7,2,7.563000000000001,8,3.6363636363636367,51.70812175484426
C384.pdf,7,6.076363636363636,3.75,6,10,5,0.0,0,2.121212121212121,39.94757575757576
C385.pdf,7,4.7484591037814425,3.0,10,10,10,0.0,10,6.828777283322738,61.57723638710418
C386.pdf,7,5.816659861167823,4.5,0,10,3,5.77,6,3.0303030303030303,45.11696289147085
C387.pdf,7,5.176553672316384,4.0,0,10,10,0.0,4,3.9393939393939394,44.115947611710325
C388.pdf,7,5.536487091478883,3.75,10,10,7,6.228,8,4.765840220385675,62.28032731186456
C390.pdf,7,5.3262982504859755,3.25,4,9,2,0.0,5,2.727272727272727,38.3035709777587
C391.pdf,7,5.224441368400238,4.0,3,10,10,0.0,9,5.37190082644628,53.596342194846514
C392.pdf,7,5.19435646415203,4.5,10,10,10,0.859,10,4.242424242424242,61.795780706576274
C393.pdf,7,5.331448625463054,2.75,10,10,10,2.508,10,3.333333333333333,60.92278195879639
C394.pdf,8,5.76049943246311,1.5,3,0,3,0.0,0,2.727272727272727,23.987772159735837
C395.pdf,7,5.24020618556701,4.5,0,10,1,9.525666666666668,10,3.333333333333333,50.59920618556701
C396.pdf,7,5.160500544069641,4.5,10,10,8,0.5019999999999989,10,3.9393939393939394,59.10189448346358
C397.pdf,7,5.766725873297808,3.25,2,2,9,2.6820000000000004,3,3.0303030303030303,37.72902890360084
C398.pdf,7,4.8392659194482075,4.0,0,10,10,2.412,10,5.068870523415978,53.32013644286418
C399.pdf,7,5.72900466562986,2.25,10,10,3,0.0,8,3.333333333333333,49.312337998963194
C400.pdf,7,5.532159894719526,3.5,1,10,10,0.0,10,4.242424242424242,51.27458413714377
C401.pdf,7,5.487613055446323,4.0,8,10,10,0.0,10,5.068870523415978,59.5564835788623
C402.pdf,7,5.97761685319289,4.25,0,10,0,3.694000000000001,4,0.6060606060606061,35.5276774592535
C403.pdf,7,5.912003943800838,4.0,0,10,3,10.0,10,5.674931129476583,55.586935073277424
C404.pdf,7,5.366136034732271,3.75,10,10,8,10.0,10,5.523415977961433,69.63955201269371
C405.pdf,7,5.580763199163617,2.0,1,10,10,1.3710000000000004,10,5.247933884297521,52.19969708346114
C406.pdf,7,5.947255113024758,3.5,0,4,0,0.0,0,3.9393939393939394,24.386649052418697
C407.pdf,7,5.8044943820224715,3.25,4,10,8,0.0,5,5.8264462809917354,48.8809406630142
C408.pdf,7,5.161573972301605,4.0,3,10,7,0.0,7,4.848484848484849,48.010058820786455
C409.pdf,7,5.289565953330914,3.75,7,10,10,3.367000000000001,10,5.523415977961433,61.929981931292346
C410.pdf,7,4.020319303338171,2.25,2,1,0,0.0,0,0.0,16.27031930333817
C411.pdf,7,5.427435387673957,2.75,6,3,2,0.0,7,3.333333333333333,36.51076872100729
C412.pdf,7,5.274770680109082,2.25,10,10,10,10.0,10,4.242424242424242,68.76719492253332
C413.pdf,7,5.406709829311359,4.0,3,10,10,3.625,10,6.525746980292434,59.55745680960379
C414.pdf,7,5.945303210463734,1.0,0,10,2,0.0,0,2.4242424242424243,28.36954563470616
C415.pdf,7,5.34587995930824,2.5,1,10,2,0.0,0,3.6363636363636367,31.48224359567188
C416.pdf,7,5.163313865455333,3.75,0,10,10,4.470000000000001,5,3.6363636363636367,49.019677501818975
C417.pdf,7,5.576638406674741,4.5,10,10,7,9.313,10,6.735537190082645,70.12517559675739
C418.pdf,7,5.493193823648923,3.5,10,10,10,3.176,10,3.9393939393939394,63.10858776304286
C419.pdf,7,5.3125,2.75,4,10,10,0.0,10,4.462809917355371,53.52530991735537
C420.pdf,7,5.327341024953045,5.0,5,10,10,0.0,10,3.6363636363636367,55.96370466131668
C421.pdf,7,5.661650233523612,4.0,8,9,3,1.4190000000000005,7,4.545454545454545,49.62610477897816
C422.pdf,7,5.887569927684541,3.0,2,10,5,0.0,10,4.848484848484849,47.73605477616939
C423.pdf,8,6.202735317779565,2.0,1,0,0,0.0,0,1.2121212121212122,18.414856529900774
C424.pdf,7,4.70284563082347,3.5,10,10,10,0.809000000000001,10,3.333333333333333,59.34517896415681
C425.pdf,7,5.747074023407813,3.75,0,10,7,0.0,10,1.8181818181818183,45.31525584158963
C426.pdf,7,5.0787063537492845,5.5,4,10,10,10.0,10,4.242424242424242,65.82113059617353
C427.pdf,7,5.6479428430647935,4.75,4,10,10,2.383,10,4.848484848484849,58.62942769154965
C428.pdf,7,5.545087483176312,3.0,3,10,0,1.3010000000000002,10,1.8181818181818183,41.66426930135813
C429.pdf,7,5.535956580732701,3.75,10,8,7,0.7319999999999993,10,3.9393939393939394,55.95735052012664
C430.pdf,7,5.241539301310044,3.5,8,10,10,1.3829999999999991,10,5.068870523415978,60.19340982472602
C431.pdf,6,0.0,0.0,0,0,0,0.0,0,0.0,6.0
C432.pdf,7,5.589252042740415,1.75,7,10,10,3.0299999999999994,10,3.333333333333333,57.70258537607375
C433.pdf,7,5.141438632952315,2.0,4,10,10,0.0,10,3.9393939393939394,52.08083257234625
C434.pdf,7,5.432144170650974,3.25,10,10,10,3.1910000000000007,10,5.37190082644628,64.24504499709725
C435.pdf,7,5.734167002823719,3.75,0,10,10,3.048,4,5.068870523415978,48.60103752623969
C436.pdf,7,5.745312500000001,4.0,10,10,10,10.0,10,2.4242424242424243,69.16955492424242
C437.pdf,7,5.4643357675001845,2.25,10,10,10,2.2270000000000003,10,4.765840220385675,61.70717598788587
C438.pdf,7,5.540213523131673,1.5,2,10,7,0.0,10,4.242424242424242,47.28263776555591
C439.pdf,7,4.8930502233017314,4.5,9,10,10,6.499333333333334,10,5.068870523415978,66.96125408005103
C440.pdf,7,5.229671473167831,2.25,3,10,10,0.7519999999999989,10,5.068870523415978,53.3005419965838
C441.pdf,7,5.28951231446746,2.75,0,10,10,7.351000000000001,10,1.8181818181818183,54.20869413264928
C442.pdf,7,5.325981580222976,4.5,8,10,10,2.261,10,4.848484848484849,61.93546642870783
C443.pdf,7,5.713185967227537,3.25,8,10,10,10.0,10,4.545454545454545,68.50864051268208
C444.pdf,7,5.493230174081239,4.5,4,10,1,2.5709999999999997,10,4.848484848484849,49.41271502256609
C445.pdf,7,5.874375446109922,3.75,0,10,1,0.0,10,4.848484848484849,42.472860294594774
C446.pdf,7,5.369938089921851,3.0,10,10,10,3.359,10,1.8181818181818183,60.547119908103674
C447.pdf,7,4.677012177012177,4.0,5,10,10,0.0,10,4.545454545454545,55.22246672246672
C448.pdf,7,5.994477257037662,3.5,5,10,1,0.0,10,3.6363636363636367,46.1308408934013
C449.pdf,7,5.254330795542314,3.25,10,10,10,1.6050000000000004,10,5.8264462809917354,62.93577707653405
C450.pdf,7,5.531581012161632,3.5,10,10,10,4.409000000000001,10,7.202645839009474,67.64322685117111
C451.pdf,7,5.31136638452237,4.5,9,10,10,7.212,9,3.333333333333333,65.3566997178557
C452.pdf,7,5.273885350318471,3.75,10,10,10,3.5999999999999996,10,5.674931129476583,65.29881647979505
C453.pdf,7,5.410680076628353,4.5,0,10,10,10.0,10,2.121212121212121,59.03189219784048
C454.pdf,7,5.458134561605528,3.5,0,10,9,0.7720000000000002,10,2.4242424242424243,48.15437698584795
C455.pdf,7,5.502857142857143,4.5,10,10,9,1.158999999999999,9,4.848484848484849,61.01034199134199
C456.pdf,7,5.261230686791105,2.25,7,10,10,0.0,10,4.848484848484849,56.35971553527596
C457.pdf,7,5.501607173067163,3.0,5,10,10,1.5259999999999998,10,3.6363636363636367,55.66397080943081
C458.pdf,7,4.798600199971433,2.75,10,10,10,5.599,10,5.37190082644628,65.51950102641771
C459.pdf,7,5.768027530111059,2.5,4,10,10,4.35,10,5.8264462809917354,59.444473811102796
C460.pdf,7,5.3767920597965935,3.0,7,10,10,0.0,10,5.37190082644628,57.74869288624287
C461.pdf,7,6.026372761267467,4.0,0,10,8,2.2800000000000002,10,3.9393939393939394,51.245766700661406
C462.pdf,7,5.414554130629288,4.25,10,10,9,0.8390000000000004,10,5.37190082644628,61.87545495707556
C463.pdf,7,5.457023733162284,4.5,0,10,10,3.84,10,4.848484848484849,55.64550858164714
C464.pdf,7,5.266296955111437,4.5,10,10,10,1.4930000000000003,10,4.848484848484849,63.10778180359629
C465.pdf,7,5.048057669203043,4.0,10,10,10,1.4749999999999996,10,3.0303030303030303,60.55336069950608
C466.pdf,7,5.425641025641026,1.75,5,10,10,0.0,2,2.727272727272727,43.902913752913754
C467.pdf,7,5.4400779473855145,3.5,7,10,7,0.0,9,2.727272727272727,51.667350674658245
C468.pdf,7,5.938365650969529,3.75,5,7,1,0.0,1,3.0303030303030303,33.71866868127256
C469.pdf,7,5.303174465876655,4.25,8,10,10,7.543000000000001,10,2.4242424242424243,64.52041689011908
C470.pdf,7,5.2047602380119,4.5,0,10,10,5.617000000000001,10,7.131807586353041,59.453567824364946
C471.pdf,7,5.484135667396062,2.75,0,10,3,1.3739999999999988,2,3.6363636363636367,35.244499303759696
C472.pdf,7,5.201016853403634,1.5,0,10,10,2.423,10,2.727272727272727,48.85128958067636
C473.pdf,7,5.381923560610203,4.0,10,10,10,0.6490000000000009,10,5.22038567493113,62.251309235541335
C474.pdf,7,5.510017457810292,2.25,10,10,10,0.0,10,5.550964187327825,60.31098164513811
C475.pdf,7,5.28882166522616,3.5,0,10,10,1.4920000000000009,10,5.8264462809917354,53.10726794621789
C476.pdf,7,5.1414169700364045,3.75,0,10,4,0.923,2,3.6363636363636367,36.450780606400045
C477.pdf,7,5.256826657043185,1.75,8,10,5,2.6319999999999997,10,4.242424242424242,53.881250899467425
C478.pdf,7,5.306326939593474,1.75,0,10,8,0.847999999999999,10,3.333333333333333,46.23766027292681
C479.pdf,7,5.614814814814815,3.0,0,5,10,8.778,10,2.727272727272727,52.12008754208754
C480.pdf,7,5.791887976822791,4.0,1,10,5,9.534333333333334,10,3.0303030303030303,55.35652434045916
C481.pdf,7,5.854334882962238,2.5,0,10,3,7.297333333333333,10,5.523415977961433,51.175084194257
C482.pdf,7,5.421552205471803,3.5,10,10,3,0.46799999999999997,9,3.9393939393939394,52.32894614486574
C483.pdf,7,5.638543773475874,3.75,5,10,2,0.0,9,4.545454545454545,46.93399831893042
C484.pdf,7,5.315753887762002,4.0,6,10,10,6.6240000000000006,10,4.242424242424242,63.182178130186244
C485.pdf,7,6.2260343087790115,4.5,0,0,0,0.0,0,1.5151515151515151,19.24118582393053
C486.pdf,7,5.716401332839689,4.0,0,10,8,0.0,7,4.848484848484849,46.56488618132454
C487.pdf,7,5.160183066361555,4.75,10,10,7,1.6110000000000007,10,6.525746980292434,62.04693004665399
C488.pdf,7,5.43743842364532,5.0,0,6,10,0.9969999999999999,10,2.727272727272727,47.161711150918045
C489.pdf,7,5.4198662373049284,2.75,10,10,2,7.734,10,5.068870523415978,59.972736760720906
C490.pdf,7,5.158037141802976,1.75,7,10,0,0.0,10,3.0303030303030303,43.93834017210601
C491.pdf,7,5.484065395916522,4.0,3,10,10,3.0549999999999997,10,2.727272727272727,55.26633812318925
C492.pdf,7,5.174094707520891,3.75,7,10,10,3.367000000000001,10,5.94723458359822,62.238329291119115
C493.pdf,7,5.345401581356638,3.75,10,10,7,0.0,6,4.848484848484849,53.94388642984149
C494.pdf,8,5.748244192328471,3.25,0,0,9,1.5519999999999996,2,2.121212121212121,31.67145631354059
C495.pdf,7,5.024617776626069,1.0,10,10,10,0.0,10,4.462809917355371,57.487427693981445
C496.pdf,7,5.410044116758325,1.75,10,10,10,0.7029999999999994,10,6.553295189658826,61.41633930641716
C497.pdf,7,5.066303978238694,4.5,7,10,10,0.31099999999999994,10,4.848484848484849,58.725788826723544
C498.pdf,7,5.604219948849105,3.5,8,10,3,2.1710000000000003,10,1.2121212121212122,50.48734116097032
C499.pdf,7,5.307896890343699,4.0,10,10,10,0.0,10,4.242424242424242,60.55032113276794
C500.pdf,7,5.230760168468177,5.75,10,10,10,3.907,10,3.6363636363636367,65.52412380483182
C501.pdf,7,5.434782608695652,2.25,10,10,2,1.4920000000000009,10,4.242424242424242,52.4192068511199
C502.pdf,7,5.168505815687444,4.0,0,10,10,9.077333333333334,10,4.242424242424242,59.488263391445024
C503.pdf,7,4.769069541133319,3.5,10,10,10,2.992,10,3.9393939393939394,62.200463480527254
C504.pdf,7,5.322057460611678,3.0,6,7,5,0.0,4,3.9393939393939394,41.26145140000561
C505.pdf,7,4.541322314049586,2.25,0,10,7,0.0,9,5.068870523415978,44.86019283746556
C506.pdf,7,5.806715806715807,3.5,0,1,0,0.0,0,3.9393939393939394,21.246109746109745
C507.pdf,7,5.534306324442207,4.0,5,10,1,0.0,10,5.37190082644628,47.906207150888484
C508.pdf,7,5.844259038537942,2.25,6,10,7,0.0,2,3.9393939393939394,44.03365297793188
C509.pdf,7,5.55359246171967,4.0,0,10,10,1.5790000000000006,10,5.068870523415978,53.20146298513565
C510.pdf,7,5.420952896589063,3.5,10,10,7,0.0,10,6.735537190082645,59.65649008667171
C511.pdf,7,5.2226765388440715,4.5,2,10,10,5.011,10,4.848484848484849,58.582161387328924
C512.pdf,7,5.236368346069162,2.75,4,10,10,0.0,10,4.242424242424242,53.228792588493405
C513.pdf,7,5.187314540059347,2.25,10,10,10,0.0,8,3.9393939393939394,56.376708479453285
C514.pdf,7,5.261369315342329,3.5,10,10,7,4.984999999999999,10,4.242424242424242,61.98879355776657
C515.pdf,7,5.439017081210668,3.25,0,10,3,0.0,10,3.333333333333333,42.022350414544
C516.pdf,7,5.443455093598822,3.25,0,10,10,4.518000000000001,10,6.828777283322738,57.04023237692156
C517.pdf,7,5.280559032123487,3.75,10,10,10,0.0,10,6.553295189658826,62.58385422178232
C518.pdf,7,5.171983603635716,2.25,10,10,7,9.256,10,3.0303030303030303,63.70828663393875
C519.pdf,7,6.372261647639617,4.75,1,5,2,0.11500000000000021,10,7.80870644507008,44.0459680927097
C520.pdf,7,5.371225958955624,2.75,1,10,2,2.3529999999999998,10,3.333333333333333,43.80755929228896
C521.pdf,7,5.0166666666666675,4.0,10,10,9,4.394,10,4.242424242424242,63.653090909090906
C522.pdf,7,5.446969696969697,1.75,7,10,10,1.1669999999999998,10,5.523415977961433,57.88738567493113
C523.pdf,7,5.115031588985577,3.75,0,10,10,9.587,10,4.242424242424242,59.69445583140982
C524.pdf,7,5.376415722851432,4.5,8,10,9,0.8789999999999996,10,6.129476584022039,60.88489230687347
C525.pdf,7,5.478827361563518,3.25,0,10,10,3.173,10,3.333333333333333,52.235160694896855
C526.pdf,7,5.16385656613631,4.75,4,10,10,10.0,10,4.848484848484849,65.76234141462116
C527.pdf,7,4.99140541867889,3.0,10,10,10,3.333,10,3.333333333333333,61.65773875201223
C528.pdf,7,6.057184295037812,3.75,2,7,3,10.0,10,4.765840220385675,53.57302451542349
C529.pdf,7,5.151943029038001,4.5,0,10,10,5.3580000000000005,10,2.727272727272727,54.737215756310725
C530.pdf,7,5.397529299968324,4.25,0,10,7,0.0,10,2.121212121212121,45.76874142118045
C531.pdf,7,5.103315272293139,4.5,0,10,10,9.22,10,2.727272727272727,58.55058799956586
C532.pdf,7,5.107066381156317,2.75,0,10,3,0.0,0,1.2121212121212122,29.069187593277526
C533.pdf,7,5.571189279731993,5.25,10,10,10,5.596,6,3.9393939393939394,63.35658321912594
C534.pdf,7,5.498568702290076,2.75,6,10,10,0.0,10,3.333333333333333,54.58190203562341
C535.pdf,7,5.941680960548885,3.25,8,10,10,0.0,8,2.727272727272727,54.91895368782161
C536.pdf,7,5.761566452954428,1.75,3,10,7,0.4529999999999994,9,3.333333333333333,47.297899786287765
C537.pdf,7,5.430591992699897,3.0,0,8,5,0.0,10,5.674931129476583,44.10552312217648
C538.pdf,7,5.313292992387273,4.25,6,10,6,0.8739999999999988,8,3.9393939393939394,51.37668693178121
C539.pdf,7,5.574689080224136,4.75,0,8,7,7.811,8,5.674931129476583,53.810620209700716
C540.pdf,7,5.795504627589247,4.5,6,10,0,5.308999999999999,6,3.6363636363636367,48.240868263952876
C541.pdf,7,5.237097485663873,3.25,2,10,9,0.0,10,4.242424242424242,50.729521728088116
C542.pdf,7,5.247873633049817,4.5,3,10,10,3.146000000000001,10,5.674931129476583,58.568804762526405
